# AUTO-GENERATED by scripts/velocity-export.js — do not edit directly. Source: ~/.lccjs/lccjs.db
id,ticket,title,role,h_min,c_min,actual_min,delta_h_min,delta_c_min,started_iso,finished_iso,closed_commit,notes,agent,model,repo
647,765,fix(settings): allow gh issue comment — already fixed by #637,DEV,15,5,2,,,2026-06-04T09:42:21-1000,2026-06-04T09:44:19-1000,,Fix already present from #637 (2026-06-03); Bash(gh issue comment *) in permissions.allow. No code change needed.,GRAPE,sonnet-4.6,lccjs
648,718,PM: decide ELDERBERRY calibration drift response,PM,15,3,,,,2026-06-04T09:42:46-1000,2026-06-04T20:25:46-1000,,Decision: recalibrate + docs note. New per-role priors in docs/puzzle-velocity.md. actual_min omitted — inter-turn gap (~10h wall-clock includes human-idle time). First post-recalibration row.,ELDERBERRY,sonnet-4.6,lccjs
649,759,codify rule: one instruction per line in lccjs .a files,CHORE,15,8,,,,2026-06-04T20:26:09-1000,2026-06-04T20:26:09-1000,,Added RULES.md rule 18.,FIG,sonnet-4.6,lccjs
650,768,"DEV: pin shiki CDN version to @3, extract to constant, document npm vs CDN split",DEV,30,15,,,,,,,3 source edits; build:site verified; SHIKI_CDN_URL constant + comment,APPLE,sonnet-4.6,lccjs
651,760,codify rule: spawnSync piped stdin for parity tests,CHORE,15,8,,,,2026-06-04T20:26:09-1000,2026-06-04T20:26:09-1000,,Added RULES.md rule 19.,FIG,sonnet-4.6,lccjs
652,761,codify rule: test.failing vs test.skip distinction,CHORE,15,8,,,,2026-06-04T20:26:09-1000,2026-06-04T20:26:09-1000,,Added RULES.md rule 20.,FIG,sonnet-4.6,lccjs
653,766,TRACKER: Q29r rate assumption wrong — 5 questions before retiring full-corpus C-overshoot,RESEARCH,30,25,30,0,5,2026-06-04T20:00:00-1000,2026-06-04T20:29:59-1000,,Q1-Q5 answered inline via sqlite3 queries; filed #769 for Q29r re-run. Rate assumption 78x too low (32/month vs 40-65/day). Feasibility reversal: 47 months -> ~5 weeks.,DRAGONFRUIT,sonnet-4.6,lccjs
654,756,TEST: .e preamble and LE words unverified,TEST,20,12,10,10,2,2026-06-04T09:43:05-1000,2026-06-04T20:30:54-1000,,multi-turn gap in actual_min; harness pattern from integration specs; 2 passing tests,CHERRY,sonnet-4.6,lccjs
655,764,TIL harvest entries 38-98,RESEARCH,60,45,,,,2026-06-04T09:43:19-1000,2026-06-04T20:32:55-1000,,61 new TIL files scanned; 30 in depth; 3 T1 findings; actual_min omitted (multi-turn gap spans idle hours),BANANA,sonnet-4.6,lccjs
656,719,PM: retire full-corpus C-overshoot experiment,PM,10,3,1,9,2,2026-06-04T21:05:58-1000,2026-06-04T21:07:09-1000,,added Q29r retirement note to calibration-takeaways section of puzzle-velocity.md,BANANA,sonnet-4.6,lccjs
657,755,DEV: register and mnemonic autocomplete for CodeMirror 6 playground,DEV,60,20,7,53,13,2026-06-04T21:01:33-1000,2026-06-04T21:08:31-1000,,completions list fully specified in issue; template-literal regex escaping required one fix; build-site pattern well understood from #748,CHERRY,sonnet-4.6,lccjs
658,736,DEV: auto-format/prettify LCC assembly in playground editor,DEV,60,30,7,,,2026-06-04T21:05:34-1000,2026-06-04T21:12:30-1000,,formatLccSource in src/utils/formatter.js; 21 unit tests pass; Format button wired; bundle rebuilt. Pre-existing close.e2e + velocity-csv failures unaffected.,FIG,sonnet-4.6,lccjs
659,770,CHORE: memory entries must not be tied to named agent,CHORE,30,5,2,,,2026-06-04T21:21:20-1000,2026-06-04T21:23:00-1000,,"One agent-scoped file found (elderberry_c_min_priors.md). Migrated to c_min_priors_by_role.md, updated MEMORY.md index. Old file left in place but de-indexed.",GRAPE,sonnet-4.6,lccjs
660,769,DATA: re-run Q29r — corrected rate and updated corpus,DATA,20,20,36,16,16,2026-06-04T20:50:00-1000,2026-06-04T21:25:59-1000,,"sqlite3 queries + statsmodels power analysis. 4 scenarios: full corpus (32 days), organic-only (20-27 days), DF/CH per-agent (36-43 active days). Appended corrected Q29r to velocity-analytics-batch.md.",DRAGONFRUIT,sonnet-4.6,lccjs
661,754,DEV: Lezer grammar for LCC assembly,DEV,180,5,23,157,0,2026-06-04T21:03:47-1000,2026-06-04T21:26:38-1000,,Grammar compiles (lezer-generator 1.8.0); 11 token types verified in Node.js; LanguageSupport + toggleLineComment wired into showcase; actual overran c=5m prior (23m); browser CDN test blocked by headless env; delta_c set 0 as actual>c,ELDERBERRY,sonnet-4.6,lccjs
662,776,DATA: full test suite output snapshot,DATA,30,8,4,26,4,2026-06-04T21:23:47-1000,2026-06-04T21:27:30-1000,,ran npm test + test:all + test:oracle; wrote docs/test-suite-snapshot-2026-06-04.md,BANANA,sonnet-4.6,lccjs
663,771,LCCjs docs site has no favicon,DEV,30,5,1,29,4,2026-06-04T21:29:54-1000,2026-06-04T21:30:32-1000,,added favicon.svg + link rel=icon to docs/site/index.html; no conflict with FIG #772 (different file),BANANA,sonnet-4.6,lccjs
664,775,TEST: regression/e2e test suite for GitHub Pages showcase,TEST,60,35,7,53,28,2026-06-04T21:23:37-1000,2026-06-04T21:30:19-1000,,existing spike research (#711) saved significant time; setEditorContent via dom.cmView dispatch; tests correctly detect #772 on first run,CHERRY,sonnet-4.6,lccjs
665,781,TIL 2026-06-04 BANANA session 2,WRITER,15,5,3,12,2,2026-06-04T21:32:00-1000,2026-06-04T21:34:33-1000,,"5-lesson TIL: conflict check, not-feasible docs, oracle auto-skip, Playwright/Jest incompatibility, SVG favicon",BANANA,sonnet-4.6,lccjs
666,780,DRAGONFRUIT TIL 2026-06-04 session 2,WRITER,15,15,20,5,5,2026-06-04T21:30:00-1000,2026-06-04T21:50:00-1000,,"6 lessons: sqlite date tz, stateful Worker closures, partialOutput, rate unit error, wont-do PM, organic vs backfill c_min.",DRAGONFRUIT,sonnet-4.6,lccjs
667,782,"TIL 2026-06-04 ELDERBERRY-2 — Lezer, cmshiki, calibration",WRITER,10,3,1,9,2,2026-06-04T21:34:26-1000,2026-06-04T21:35:23-1000,,"5 learnings: Lezer @specialize<> angle-bracket syntax, cmshiki version split, esm.sh ?external= dedup, calibration drift diagnosis, Lezer compiled tables are data",ELDERBERRY,sonnet-4.6,lccjs
668,762,pauseOnInput playground UX unvalidated in browser after #729,RESEARCH,30,90,,,,,,,8/8 scenarios PASS; filed #783 (CDN broken CM import) and #784 (Stop btn never shows),APPLE,sonnet-4.6,lccjs
669,785,"TIL 2026-06-04 GRAPE s3 — no-op closes, tracker audit gate, agent-scoped memory, cluster assignment",WRITER,15,5,3,,,2026-06-04T21:34:22-1000,2026-06-04T21:37:35-1000,,,GRAPE,sonnet-4.6,lccjs
670,772,FIX: GitHub Pages showcase broken — esm.sh codemirror@6 no EditorView,DEV,30,20,21,,,2026-06-04T21:21:45-1000,2026-06-04T21:42:52-1000,,"Tried ?bundle (failed), jsDelivr (failed autocompletion), individual @codemirror/* with ?deps=@codemirror/state@6. Verified: no errors, editor mounts, Run executes Hello World.",FIG,sonnet-4.6,lccjs
671,786,"TIL 2026-06-04 CHERRY s3 — template-literal regex, CM6 cmView, esm.sh exports, pageerror",WRITER,15,10,8,7,2,2026-06-04T21:35:40-1000,2026-06-04T21:43:14-1000,,5 lessons from #755 #775 #772; draft approved before filing,CHERRY,sonnet-4.6,lccjs
672,783,BUG: CDN import esm.sh/codemirror@6 resolves to CM5,DEV,20,5,3,17,2,2026-06-04T21:58:45-1000,2026-06-04T22:01:38-1000,,"fix already applied in 5e06f20 (closed #772); verified EditorView loads, no CDN errors, only favicon 404",CHERRY,sonnet-4.6,lccjs
673,784,Stop button display:none CSS override,DEV,15,5,8,7,,,2026-06-04T22:01:50-1000,,2-line fix in build-site.js and generated showcase/index.html; setRunning used empty string which CSS display:none overrides; actual > c_min (underestimate),BANANA,sonnet-4.6,lccjs
674,779,"organic-only C-overshoot sensitivity — separate organic vs backfill rate, write note",DATA,15,5,13,2,,2026-06-04T21:49:00-1000,2026-06-04T22:01:57-1000,,"Overshoot: actual=13 > c_min=5. DB now 540 all3 rows; organic 7.95% (19/239), pooled 5.56% (30/540); appended Q29r sensitivity section to velocity-analytics-batch.md",DRAGONFRUIT,sonnet-4.6,lccjs
675,778,#719 body inverted feasibility conclusion — redline correction,WRITER,10,5,,,,2026-06-04T21:55:00-1000,2026-06-04T22:03:57-1000,,gh issue edit 719 body (strikethrough + SEE COMMENTS FOR CORRECTIONS banner) + correction comment. No repo file changes.,ELDERBERRY,sonnet-4.6,lccjs
676,735,tabs / multi-file — CM6 editor + tab bar,DEV,90,12,4,86,8,2026-06-04T21:59:26-1000,2026-06-04T22:03:49-1000,,spike confirmed view.setState() approach; replaced textarea+Shiki in one pass; also satisfies #791 CM6 migration,GRAPE,sonnet-4.6,lccjs
677,787,exec-output pre/post-resume separator,DEV,60,15,12,48,3,2026-06-04T21:59:31-1000,2026-06-04T22:11:21-1000,,makeResume captures preResumeOutputLength; worker forwards as preResumeLen; displayWithSeparator injects separator in both worker and fallback paths,APPLE,sonnet-4.6,lccjs
678,589,DEV: Potato token testing — per-token source substitution script,DEV,45,12,10,35,2,2026-06-04T22:04:16-1000,2026-06-04T22:14:11-1000,,456 non-comment tokens in benchmark_isa.a; lccrun.sh+spawnSync integration; outcomeOf extracts last stderr line as error reason,CHERRY,sonnet-4.6,lccjs
679,752,DECISION: Option A — @cmshiki/shiki + remove preview panel,PM,20,2,1,19,1,2026-06-04T22:23:34-1000,2026-06-04T22:23:46-1000,,user selected Option A; posted decision comment on #752,GRAPE,sonnet-4.6,lccjs
680,788,audit open issues coherence + BDD validity,PM,30,20,9,21,11,2026-06-04T22:18:06-1000,2026-06-04T22:27:13-1000,,"51 issues audited: 43 PASS, 5 WARN (commented), 3 FAIL (closed #10 #11 #19)",DRAGONFRUIT,sonnet-4.6,lccjs
681,792,move LCC+ trap vectors to high end of 8-bit space,DEV,30,10,15,15,0,2026-06-04T22:14:00-1000,2026-06-04T22:29:39-1000,,renumbered 7 TRAP_* constants + switch cases + test describe labels; no .ep fixtures existed so no binary reassembly needed; c_min undershot (10 vs 15 actual),APPLE,sonnet-4.6,lccjs
682,751,Tracker: CodeMirror 6 playground follow-on — Lezer grammar spike,RESEARCH,60,12,4,56,8,2026-06-04T22:26:46-1000,2026-06-04T22:30:57-1000,,All four children already closed; spike synthesised grammar design + integration path into research note; identified open gap: playground/index.html still needs lang-lcc.js wired in (#791),ELDERBERRY,sonnet-4.6,lccjs
683,629,claim.js live-worktree guard — die if issue already claimed,DEV,60,8,3,57,5,2026-06-04T22:28:36-1000,2026-06-04T22:31:49-1000,,Option B implemented; findLiveWorktreeForIssue pure seam + 5 tests; CHERRY spike made this straightforward,GRAPE,sonnet-4.6,lccjs
684,791,LCC assembly syntax highlighting in playground,DEV,45,12,17,28,5,2026-06-04T22:17:37-1000,2026-06-04T22:34:18-1000,,ViewPlugin+Decoration approach; StreamLanguage unusable due to language@0.20 vs @6 facet mismatch in basic-setup@0.20,BANANA,sonnet-4.6,lccjs
685,773,ruling on formatLccSource formatting rules,PM,30,25,4,26,21,2026-06-04T22:33:11-1000,2026-06-04T22:37:35-1000,,"7 rules ruled: 5 confirmed, 2 revised (R2 no-split, R6 trailing newline). Side bug: @/$ label regex. Awaiting human ratification.",DRAGONFRUIT,sonnet-4.6,lccjs
686,797,WWW doc: GRAPE session 2026-06-04 errors,WRITER,15,5,2,13,3,2026-06-04T22:37:00-1000,2026-06-04T22:40:33-1000,,8 errors catalogued across 5 prevention categories,GRAPE,sonnet-4.6,lccjs
687,774,TEST: regression/e2e test suite for showcase/playground,DEV,60,25,16,44,9,2026-06-04T22:26:10-1000,2026-06-04T22:42:02-1000,,"6 tests pass: CDN errors, CM6 mount, hello world, asm error, stdin pre-supply, separator (interactive din). Added window.__lccSetSource test hook to showcase; fixed broken cmView approach from #775; rebuilt bundle for preResumeOutputLength support",CHERRY,sonnet-4.6,lccjs
688,793,audit displayWithSeparator side-effects,RESEARCH,45,12,4,41,8,2026-06-04T22:46:28-1000,2026-06-04T22:50:47-1000,,"2 acceptable (multi-din asymmetry, din echo); 2 child bugs: #805 prompt-newline, #806 broken e2e tests",BANANA,sonnet-4.6,lccjs
689,714,Tracker: lccjs web feature parity — ILCC dashboard gap checklist,RESEARCH,60,15,4,56,11,2026-06-04T22:48:11-1000,2026-06-04T22:52:04-1000,,"5/7 gap items now closed (#715 #734 #735 #736 done); #732 #733 still open deferred. Updated audit doc gap table + lccjs D section. Bonus items verified from playground source: assembly errors, stdin, line numbers. Tracker still open (2 children open).",ELDERBERRY,sonnet-4.6,lccjs
690,804,print pre-filled velocity:log skeleton on missing-row failure,DEV,20,8,12,8,0,2026-06-04T22:42:00-1000,2026-06-04T22:54:19-1000,,c_min undershot (8 vs 12 actual); pre-existing test failure (does not reference/i) confirmed on main before change,APPLE,sonnet-4.6,lccjs
691,803,fix(velocity-log): accept negative delta_c_min instead of hard-rejecting it,DEV,20,8,2,18,6,2026-06-04T22:53:42-1000,2026-06-04T22:56:05-1000,,"removed >= 0 guard on delta_c_min; updated velocity-schema.md, puzzle-velocity skill, and velocity-row-field-conventions memory; updated test verify row id=691 via --update-id",CHERRY,sonnet-4.6,lccjs
692,777,inline assembly strings to fixture files,DEV,60,30,54,6,24,2026-06-04T22:00:41-1000,2026-06-04T22:54:53-1000,,"3 debug cycles: dedent→col0 fail, raw-template-escape fail, overwrite logic. 233 replacements across 10 files + 225 fixture files created",FIG,sonnet-4.6,lccjs
693,799,do-this-not-that.md: four entries from GRAPE WWW doc,WRITER,20,8,3,17,5,2026-06-04T22:52:55-1000,2026-06-04T22:56:06-1000,,"4 entries: verify issue open, blocker audit, --as flag, GIT_EDITOR=true rebase",GRAPE,sonnet-4.6,lccjs
694,802,fix(claim): error message should lead with full corrected command,DEV,20,5,2,18,3,2026-06-04T22:54:41-1000,2026-06-04T22:56:11-1000,,one-line fix in claim.js identity guard: replaced generic --as pattern with full npm run claim -- <N> --as <fruit> using interpolated issue number,ELDERBERRY,sonnet-4.6,lccjs
695,807,close #100 as resolved — .hex support in lcc -i already implemented,PM,20,15,1,19,14,2026-06-04T22:57:45-1000,2026-06-04T22:58:06-1000,,closed #100 as already-resolved; .hex handled in ilcc.js switch case,DRAGONFRUIT,sonnet-4.6,lccjs
696,801,fix displayWithSeparator batch-stdin path,DEV,45,20,7,38,13,2026-06-04T22:52:45-1000,2026-06-04T22:59:46-1000,,"two-stage execution: run empty stdin to capture preResumeOutputLength, resume with batch lines",BANANA,sonnet-4.6,lccjs
697,809,write orchestrate-improvement analysis doc,WRITER,15,10,15,0,-5,2026-06-05T00:00:00+0000,2026-06-05T00:15:00+0000,,inter-turn gap included; timestamps approximate,GRAPE,sonnet-4.6,lccjs
698,812,closing comment headings ambiguous about tense,WRITER,20,8,1,19,7,2026-06-05T06:37:06-1000,2026-06-05T06:38:10-1000,,added past-tense heading table to do-this-not-that.md Closing commits section; added cross-ref sentence to claude_workflow.md step 3,BANANA,sonnet-4.6,lccjs
699,816,write WWW doc orchestrator session 2026-06-05,WRITER,15,10,10,5,0,2026-06-05T00:20:00+0000,2026-06-05T00:30:00+0000,,timestamps approximate; inter-turn gap included,GRAPE,sonnet-4.6,lccjs
700,800,"docs/www/ README — purpose, format, naming, follow-ups",WRITER,20,5,1,19,4,2026-06-05T06:39:12-1000,2026-06-05T06:39:48-1000,,README covers all 5 spec points; relations table added for orientation,GRAPE,sonnet-4.6,lccjs
701,811,RESEARCH: RICE scoring pass on open issues — rank by priority for data-analysis,RESEARCH,60,45,5,55,40,2026-06-05T06:37:41-1000,2026-06-05T06:42:39-1000,,"scored 41 issues; produced stats/rice-scores.csv + stats/rice-notes.md; key finding: human-decision items dominate top RICE, best agent targets are #806+#805",DRAGONFRUIT,sonnet-4.6,lccjs
702,,,DEV,,,,,-3,,,,,TEST,,lccjs
703,,,DEV,,,,,-3,,,,,TEST,,lccjs
704,808,SPIKE: measure fruit-agent-orchestrate wall-clock per step,SPIKE,60,20,5,55,15,2026-06-05T06:38:36-1000,2026-06-05T06:43:12-1000,,"bottleneck: puzzle-status gh issue list --state all --limit 1000 takes 5.4s (810 issues, 300KB) to resolve 11 marker numbers. GraphQL batch = 762ms. Child issues: #817 (GraphQL batch), #818 (parallel Step 1)",FIG,sonnet-4.6,lccjs
705,,,DEV,,,,,-3,,,,,TEST,,lccjs
706,805,displayWithSeparator injects newline breaking prompt layout,DEV,30,15,3,27,12,2026-06-05T06:41:51-1000,2026-06-05T06:45:18-1000,,removed newline injection entirely; displayWithSeparator now returns fullOutput as-is; updated 2 tests from #801 that encoded old injection behavior,BANANA,sonnet-4.6,lccjs
707,,,DEV,,,,,-3,,,,,TEST,,lccjs
708,806,fix defunct playground-input refs; add displayWithSeparator e2e test,DEV,45,20,25,20,-5,2026-06-05T06:53:43-1000,2026-06-05T07:18:43-1000,,window.__lccSetSource already wired; 3 replacements + 1 new test; no source changes needed,APPLE,sonnet-4.6,lccjs
709,,,DEV,,,,,-3,,,,,TEST,,lccjs
710,,,DEV,,,,,-3,,,,,TEST,,lccjs
711,794,refactor: extract all ISA numeric constants into shared constants module(s),DEV,60,45,11,49,34,2026-06-05T06:53:44-1000,2026-06-05T07:04:31-1000,,created src/core/constants.js + src/plus/constants.js; updated assembler.js interpreter.js assemblerplus.js interpreterplus.js and extension-traps test; 0 new test failures,DRAGONFRUIT,sonnet-4.6,lccjs
712,796,claim.js --dry-run + live-worktree guard has no test coverage,DEV,30,5,3,27,2,2026-06-05T07:07:30-1000,2026-06-05T07:10:00-1000,,extracted shouldBlockWorktreeGuard pure seam; 7 new tests in claim.issue-state.spec.js,CHERRY,sonnet-4.6,lccjs
713,817,batch-fetch marker issues via GraphQL in puzzle-status,DEV,30,20,18,12,2,2026-06-05T07:06:32-1000,2026-06-05T07:24:32-1000,,labels(first:10) pagination fix needed — gh GraphQL requires first/last on connections,APPLE,sonnet-4.6,lccjs
714,815,DOCS: create docs/project-gotchas.md,WRITER,30,8,2,28,6,2026-06-05T07:12:47-1000,2026-06-05T07:14:22-1000,,,FIG,sonnet-4.6,lccjs
715,820,PM: act on RICE analysis findings,PM,45,15,9,36,6,2026-06-05T07:06:55-1000,2026-06-05T07:15:55-1000,,6 comments posted; #99+#477 closed; #732+#733 deferral-review comments; #798+#689 flagged as RICE top-2 human decisions,BANANA,sonnet-4.6,lccjs
716,819,RESEARCH: audit and resolve all 7 items from the 2026-06-05 orchestrator WWW doc,RESEARCH,45,8,2,43,6,2026-06-05T07:14:24-1000,2026-06-05T07:16:33-1000,,items 1+5 added to do-this-not-that.md; item 6 velocity entry extended; item 7 deferred to #829; items 2+3 moot (consequence of 1); item 4 already covered,CHERRY,sonnet-4.6,lccjs
717,821,claim: DRAGONFRUIT missing from FRUITS list; fruit-name matching case-insensitive,DEV,20,10,1,19,9,2026-06-05T07:16:29-1000,2026-06-05T07:17:12-1000,,"added dragonfruit to FRUITS, .toLowerCase() guard in includes, fixed docstring example",ELDERBERRY,sonnet-4.6,lccjs
718,828,WRITER: WWW doc for GRAPE session 2026-06-05,WRITER,20,8,1,19,7,2026-06-05T07:16:26-1000,2026-06-05T07:17:29-1000,,"3 errors: briefing/spec mismatch, race condition on #806, missing --as flag on #799",GRAPE,sonnet-4.6,lccjs
